image_id,premise,hypothesis,hypothesis_syn,label
383890,Guy jumping in the air to catch a frisbee.,clouds,cloud.n.01,0
334285,A metal plate and a vase of flowers.,container,container.n.01,1
301783,a shower view of a curtain and sink  with a tiled wall,shoe,shoe.n.01,0
13202,a woman standing by her duffle bag in a field full of trees throwing a frisbee,shirt,shirt.n.01,1
557236,A surfer gets caught in the tidal wave.,wave,wave.n.01,1
541301,A bathroom with multiple urinals and a dirty floor. ,lettering,inscription.n.01,0
457560,A cat standing on the rim of a toilet seat.,truck,truck.n.01,0
415771,Four birds perched next to each other on a street light.,bird,bird.n.01,1
372219,A boy with a parrot on his shoulder. ,snowboarder,people.n.01,0
37548,Elephants and lions spend time in their natural environment.,elephant,elephant.n.01,1
20825,A blue and yellow fire hydrant sitting in grass.,pillow,pillow.n.01,0
436370,The person is sitting in the snow with their surf board.,hands,hand.n.01,0
260381,A young woman with an umbrella reads a newspaper.,man,man.n.01,0
99671,Teddy bears sit within a lit up display case.,boat,boat.n.01,0
490111,two giraffe standing side by side in a rocky field,row of plants,plant.n.01,0
113979,A man holds an umbrella over a child while a subway passes,sign,sign.n.02,0
463469,a person on a motorcycle drives down a road,tire,tire.n.01,1
351061,A very big colorful kite that is flying high in the sky. ,nasa,national_aeronautics_and_space_administration.n.01,0
554706,A variety of food items are served on a tray.,court,court.n.01,0
217201,a baseball player is leading off of first base,grass,grass.n.01,1
310751,A woman sitting on a metal bench talking on her cell phone.,lady,lady.n.01,1
256565,A street sign showing where power and water street are,hedge,hedge.n.01,1
501846,A green parrot pecks at the keys of a laptop.,tile,tile.n.01,1
205069,Three people are standing at the entrance of a bus,tree,tree.n.01,0
545237,A bright purple city sky with a large dark building in the background.,sky,sky.n.01,1
120818,The tomatoes are hearty enough to have very large slices.,seed,seed.n.01,1
318223,A simple white vase with flowers inside of it. ,traffic light,traffic_light.n.01,0
524525,A blue and silver railroad train placed on the tracks,village,village.n.01,1
60973,A jet sits on a tarmac with airport terminals in the distance. ,tooth,tooth.n.01,0
64481,a woman wearing a backpack and holding onto a stuffed animal and skateboard,bricks,brick.n.01,1
65030,A person riding a wave on top of a white surfboard.,sidewalk,sidewalk.n.01,0
216740,The light at the intersection has turned green. ,jeans,jean.n.01,0
412445,A man and a woman riding a horse drawn carriage.,building,building.n.01,0
483630,There is a male tennis player about to serve the ball,player,player.n.01,1
443857,A lamp is on next to a neatly made bed.,computer,computer.n.01,0
154073,"Two race winners on a podium, one holding champagne while the other points at something",podium,dais.n.01,1
277127,White horse looking over shoulder in enclosure of wood,branch,branch.n.01,1
498982,Group of men playing baseball with one up to bat.,pile,pile.n.01,0
516189,A range rover is parked and equipment is sitting beside it.,front wheel,wheel.n.01,0
372127,Several buses parked under a carport in a parking lot.,horses,horse.n.01,0
144289,A bird stands on the sand near a toy soccer ball.,seagull,gull.n.02,1
576622,a person and their child playing in a field with their dog,jeans,jean.n.01,1
528900,a man kneeling down as he rides a skateboard beside another person ,spoon,spoon.n.01,0
516049,A young woman and an older man stand on the beach holding a kite.,table,table.n.02,0
262099,a number of luggage bags piled up on top of each other ,floor,floor.n.01,1
172727,A giraffe walking under trees in hazy weather.,kenya 2012,kenya.n.01,1
262414,a person standing on a surfboard riding a wave,man,man.n.01,1
108446,Several cars stuck in traffic wait at a red light.,road,road.n.01,1
302076,"A vintage  living area with white furniture, a grand piano and peacock stain glassed windows.",square,square.n.01,1
255925,a man kneeling down milking a black cow,hands,hand.n.01,1
394182,A heard of brown cows walks together on the grass,cow,cow.n.01,1
573329,A red tower clock with drawings on it is lit up from nearby lights and buildings are behind it.,structure,,1
48931,People sitting beside a street sign on the sidewalk,sidewalk,sidewalk.n.01,0
465137,A young boy and a young girl playing with a Wii system.,head,head.n.01,0
501565,A group of children waiting at a table for some cake.,workers,people.n.01,0
389855,A small girl enthusiastically plays with a wii controller.,line,line.n.01,0
427733,"Living room that has furniture, electronics, and other accessories. ",lamp,lamp.n.01,1
24294,A dimly-lit bathroom with several cabinet drawers open.,drawer,drawer.n.01,1
95990,A group of people standing outside of an airplane on a runway.,window,window.n.01,1
551877,A white sink with a metal faucet above it.,edge,edge.n.01,1
404163,A brown and white dog sitting at the entrance of a building.,plant,plant.n.01,1
40111,a man sitting on some skis going down a snow covered mountain,cup,cup.n.01,0
268646,Cyclist posing next to cow in hilly open grassy field.,grass,grass.n.01,1
497870,A young girl lays in bed while a young boy in the same bed looks at a man who is holding the covers.,watch,watch.n.01,0
230582,A toilet with white lid and metal bowl.,man,man.n.01,0
264514,A dog and cat sit on a huge stack of baggage and sign.,eyebrow,eyebrow.n.01,0
187792,A pier with wooden benches and a man sitting.,picnic table,,1
536973,"a plate of food which contain smothered meat, potatoes and broccoli ",camera,camera.n.01,0
451976,A dog is sniffing the grass near a lake.,dog,dog.n.01,1
320508,An empty urban intersection with a red light.,lamp,lamp.n.01,0
532471,A group of people stand next to a bus on the beach.,airliner,airliner.n.01,0
206203,A large yellow truck parked at a gas pump.,jeep,jeep.n.01,1
182377,A bathroom withe turquoise walls and two toilets.,cup,cup.n.01,0
393867,THIS IS A WHITE PLATE OF A VARIETY OF SNACKS TO EAT,sandwich,sandwich.n.01,1
468585,A white plate of food sits on a table adorned with a small bowl of nuts and a vase with a pink flower.,bad sentence,,1
429052,A floor urinal is in a cement block on the floor,wall,wall.n.01,1
392711,A soccer player is kicking a ball in a field,part of a branch,floor.n.01,0
376822,a snow skier in a blue jacket is doing a trick,building,building.n.01,0
512702,A guy on a skateboard practicing on a small ramp.,half pipe,ramp.n.01,1
474984,A woman hitting a tennis ball with her tennis racket. ,foot,foot.n.01,0
263006,a man helps a girl learn how to water ski,fence,fence.n.01,0
367951,a black dog sitting in a white bathroom,sink,sink.n.01,1
568156,A small dog in the grass with a Frisbee.,boston terrier,boston_bull.n.01,1
446585,a small flock of sheep in a rocky area eat something from the ground,shirt,shirt.n.01,0
238860,two people one on a laptop and the other on a cellphone,can,can.n.01,1
136932,There are three men eating hot dogs and dressed in german clothing.,suspenders,brace.n.06,1
523309,A table is sitting in the middle of the room on top of a rug.,dot,point.n.09,0
341572,A stop sign with a street sign above it on a grassy curb.,grass,grass.n.01,1
57308,A parking meter in Pasadena with a car in the background.,teeth,tooth.n.01,0
263,A couple of elephants playing with each other in their pen.,sign,sign.n.02,0
490111,two giraffe standing side by side in a rocky field,horns,horn.n.01,1
362668,This is an image of a small room with a toilet.,floor,floor.n.01,1
32101,A number of horses and a goat standing on some dirt.,horse,horse.n.01,1
560359,A tired woman slumps on a large park bench.,woman,woman.n.01,1
304973,A red bucket on a stainless steel floor.,lines,line.n.01,1
405327,A far club airplane and the top of a skyscraper.,uniform,uniform.n.01,0
41658,A woman holding a surf board on the beach,skirt,skirt.n.01,0
435829,A red train on the tracks at an outside pickup station.,woman,woman.n.01,0
206492,A man and an unseen partner enjoy calzones in an outdoor cafe.,number,numeral.n.01,1
169456,A white tub sitting next to a window near a white sink.,curtain,curtain.n.01,1
148517,A man riding his surfboard on the waves.,water,water.n.01,1
387903,A bedroom of some sort with two beds.,shelf,shelf.n.01,1
553600,Woman playing disc golf in a wooded park,person,person.n.01,1
124571,Two men standing next to each other on a tennis court.,windows,window.n.01,1
48931,People sitting beside a street sign on the sidewalk,grass,grass.n.01,0
431707,A man stands wearing a suit with no tie.,man,man.n.01,1
474653,A double tractor trailer is driving on the highway through a snow storm.,snow-covered road,road.n.01,1
114674,A man and a woman walking down a street under an umbrella.,sheep,sheep.n.01,0
73783,A tennis player hitting the ball back ,shirt,shirt.n.01,1
68656,Two pictures of men standing near cows. ,man,man.n.01,1
257149,Assortment of kites being flown over sandy beach.,fish,fish.n.01,0
370305,A block concrete wall with several different signs on it.,wall,wall.n.01,1
160688,women handing out bananas from boxes posing for a picture,fence,fence.n.01,0
384967,Large white bear costume chained to a chair with signs depicting high voltage.,engine,engine.n.01,0
56557,a zebra is laying down in some dirt ,zebra,zebra.n.01,1
509895,A bedroom with green and red blanket on it.,cushion,shock_absorber.n.01,1
59034,a couple of benches that have a women on one of them,papers,paper.n.01,1
88592,A group of skiers skiing in front of a ski lodge.,cans,can.n.01,0
391807,A sign cautioning the likelihood of cattle crossing.,trees,tree.n.01,1
262670,A group of cows lay sleeping in the middle of a road.,man,man.n.01,1
387512,A large white truck is parked in front of a house.,kite,kite.n.03,0
232699,a couple of boats that are floating in some water,tights,tights.n.01,0
74576,Three computer monitors sitting on a desk in a room.,key,key.n.01,1
539475,A woman bottle feeding her baby on her lap.,city,city.n.01,0
387401,A city bus turning a corner near a brick building.,entrance,entrance.n.01,0
525884,A time lapse of a street corner at night,boat,boat.n.01,0
410704,A cat sitting in the corner beside a potted plant,cat,cat.n.01,1
224938,A woman on a motorcycle adjusting the mirror.,hair,hair.n.01,1
581563,A taxi is going through a green light behind an SUV.,hand,hand.n.01,0
158345,A little bed someone moved onto the beach.,bed,bed.n.01,1
218319,A snow boarder laying in the snow after a run,glass,glass.n.01,0
475564,An orange sitting next to  a leafy plant,orange,,1
138591,a bath room with a bath tub a sink and a towel,shelf,shelf.n.01,1
475142,A plate with donuts stacked on it on a table ,donuts,doughnut.n.02,1
193808,Many lounge chairs sit on the sand near the water. ,boat,boat.n.01,1
406208,A park area covered in orange handwritten signs.,road,road.n.01,1
522302,A very big and pretty train on a bridge.,mountain,mountain.n.01,0
432744,A bench overlooking a town and mountains in the back round.,mirror,mirror.n.01,0
446494,A man taking a bite out of a sandwich sitting in a booth.,blade,blade.n.01,1
526568,A downhill skier in red and white skiing down a mountain. ,woman,woman.n.01,1
354842,some people going off a half-pipe ramp at a skateboarding event.,veil,head_covering.n.01,0
211164,A bowl filled with noodle and vegetables soup.,trash,rubbish.n.01,0
326480,Three people stand in the street using their cell phones.,eye,eye.n.01,0
143559,Women in a sunny green field are playing a game with a Frisbee. ,mirror,mirror.n.01,0
123184,A motorcyclist in a helmet is posing next to the parked motorcycle.,pillow,pillow.n.01,0
46737,A large blue truck on a city street.,vehicles,vehicle.n.01,1
175112,a baseball batter and a catcher playing baseball,glove,glove.n.02,1
143749,A couple of parking meters sitting next to the side of a road.,foot,foot.n.01,0
306848,A lean cow eats grass in the foreground as a horse climbs the hillside behind. ,plane,airplane.n.01,0
569442,A small bathroom toilet betwwen a heater and a sink,toilet paper,toilet_tissue.n.01,1
212263,two pitbulls rolling around and playing outside on the lawn,pole,pole.n.01,0
495171,Two people stopped to talk in the snow with their skiis. ,person,person.n.01,1
462037,two people playing nintendo wii on a television,people,people.n.01,0
120259,a man in an orange shirt and a man i a stripped shirt petting an elephant ,buildings,building.n.01,0
150440,Boats sitting on the beach next to a row of white shacks,rocks,rock.n.01,0
395828,A train driving down the train tracks out side.,window,window.n.01,1
56049,A view of bunch of horses sitting in a field.,baby,baby.n.01,0
117119,A man rests on a boat while his dog sniffs the ground. ,beach,beach.n.01,1
295267,A bath has a shower near a row of sinks and paper towel dispensers.,ear,ear.n.01,0
354493,A white and gray cat laying in a red cat bed.,left leg,leg.n.01,0
197273,A young child holding the hand of a taller person while carrying an umbrella,tree,tree.n.01,0
358534,A dog on a man's shoulder while the man holds two frisbees and a crowd watches.,toast,toast.n.01,0
361670,A group of people that are sitting around a table.,horses in a farm,horse.n.01,0
93487,Some petite foods are served on a plate,food,food.n.01,1
174504,A lone person snow boarding down a snowy hill.,statue's paw,paw.n.01,0
399649,A couple of cows standing by a metal fence.,muzzle,gun_muzzle.n.01,1
232524,A person wearing a hat and flying a kite ,checkers,checker.n.01,0
254615,A woman in a park preparing to catch a Frisbee.,guy,guy.n.01,1
377651,A vase with yellow flowers and a bag next to it,sunflower,sunflower.n.01,1
524981,A dog looks forwards on a boat. ,water,water.n.01,1
108566,Black and white image of a person sitting in chair. ,shoe,shoe.n.01,1
311957,A brown horse grazing on a lush green field.,tail,tail.n.01,1
72792,a small restaurant with clean tables and chairs ,bus,bus.n.01,0
143616,Multiple multi-colored railroad cars stacked upon each other,sign,sign.n.02,1
240062,A man in a green jacket is standing in the snow.,mountain,mountain.n.01,1
146091,A person on a bicycle crossing the road with stop sign and cars.,crate,crate.n.01,0
4527,"A first baseman, runner and umpire during a baseball game.",line,,1
462185,A couple of bananas sitting next to some books.,horn,horn.n.01,0
527229,A man is walking into a dim living room.,part,part.n.01,0
550780,a big bed sits in a room along with a couch ,wall,wall.n.01,1
421556,A double decker bus driving down the street in traffic.,lights,light.n.02,1
147896,A purple and yellow truck parked in a parking lot.,jeans,jean.n.01,0
289915,Two soccer teams playing a game of soccer on a field.,ham,ham.n.01,0
148114,Sunset and a mountain range with a bird soaring overhead.,black clouds,cloud.n.01,1
541301,A bathroom with multiple urinals and a dirty floor. ,pipe,pipe.n.01,1
479036,Brown cake covered in white frosting sitting on a cake platter. ,grape,,1
385406,a man taking a photo of himself standing a little bathroom ,tabletop,tabletop.n.01,0
385401,A table topped with three laptop computers and a persons  hands.,man,man.n.01,0
452220,"A man is seen walking, through the mirror of a motorcycle",band,set.n.05,0
117016,A dinner table set for four with plenty of food.,pan,pan.n.01,0
203062,A truck is on the street in dense fog.,highway 15,highway.n.01,1
362312,A herd of zebras grazing in an open field.,field,field.n.01,1
373683,a group of skiers skiing across a snowy field,braid,braid.n.01,1
143510,A person cooking a dish on a frying pan covered in vegetables.,pan,pan.n.01,1
215718,A baby zebra stands near a pile of sticks as an adult zebra stands nearby in a fenced area.,woman,woman.n.01,0
469135,A train has been parked on display in a field.,front,,1
378586,A group of airplanes on a runway waiting to take off.,clouds,cloud.n.01,1
282142,Two small children look at the horse behind the fence.,rubberband,,1
420859,A man riding a blue bike on top of a beach.,shorts,short_pants.n.01,1
95243,some buildings a silver car and a street,pole,pole.n.01,1
90820,A jumbo jet airplane flying through a clear blue sky.,hair,hair.n.01,0
220076,A woman with glasses is taking a drink.,photo,photograph.n.01,0
104550,"A black and white picture of an urban scene with a railroad crossing in the foreground, only things traffic related are in color. ",frisbee,frisbee.n.01,0
191325,Cars drive down a street with safety poles on both sides.,barbed fence,fence.n.01,0
409199,A boy striking at a ball in a baseball game.,branches,branch.n.01,0
117555,A woman ironing clothes in a bedroom with a large white bed.,pillow,pillow.n.01,1
106981,a very poor country with a bull in town rummaging through trash,area,area.n.01,1
516139,a big pizza sits on top of a wooden table top,pizza,pizza.n.01,1
501594,A woman wearing red roses stands next to a man in a suit.,floor,floor.n.01,0
236509,A person taking a photo of their self with a cell phone.,man,man.n.01,1
150948,A group of fake bunnies sit on small trays holding food. ,sky,sky.n.01,0
4662,A baseball player standing next to a base.,flat screen,screen.n.01,0
57526,A glass vase with colored cloth flowers sticking out is next to a salt shaker.,wheel,wheel.n.01,0
232250,A group of people at an event eating food.,black top,,1
506927,a person standing near a small motorcycle on a city street,person in a helmet,person.n.01,0
446033,A large bird statue on top of a clock nest to a tall building.,tie,necktie.n.01,0
184123,The buses are parked next to each other under in the garage.,wall,wall.n.01,0
182642,A motorcycle parked behind a man riding  a motorcycle.,horn,horn.n.01,0
53778,Two large yaks are shown laying in a hay field.,adult,adult.n.01,0
32368,A woman with her head on the pillow talking on the phone.,frisbee,frisbee.n.01,0
245842,A man with a dog is walking up steps with skis.,pants,trouser.n.01,1
418722,A white bowl filled with lots of salad.,man,man.n.01,0
54541,Three unopened wine bottles are next to wine glasses.,shelf,shelf.n.01,0
407700,A red train traveling down train tracks near a forest.,building,building.n.01,0
573611,Three guys playing video games on a WII.,guy,guy.n.01,1
382839,a wood bench is in the middle of a large field,sky,sky.n.01,1
305667,A flooded city street with people holding umbrellas.,image,image.n.01,1
405709,Three pizza muffins with cheese flowing out of one.,pizza,pizza.n.01,1
268403,A kitchen with a white refrigerator and wooden side table and hanging pots and pans.,pan,pan.n.01,1
575753,a intersection is flooded with muddy water that is completely covering a part of a sidewalk,pole,pole.n.01,1
203062,A truck is on the street in dense fog.,roadway,road.n.01,0
56486,A pizza sitting on top of a pan topped with cheese.,watch,watch.n.01,0
185730,An older man is sorting clothes on a bed.,picture,picture.n.01,1
235446,A dog is lying on the sidewalk outside of a restaurant.,street,street.n.01,1
41658,A blond haired woman surf in blue short holds her board near the shore.,water,water.n.01,1
224695,A woman is standing between white and black cows.,man,man.n.01,0
43431,The tennis players pause the action as a crowd looks on.,water,water.n.01,0
36326,"A view looking out from the inside of a car window at an intersection, with a truck and a car at the opposite side of the street.",car,car.n.01,1
581539,Dozens of animal and character shaped floats flying in the air.,corvette,corvette.n.01,0
26645,A dog riding in a car while hanging his head out the window.,cloth,fabric.n.01,0
353901,Two giraffes are standing in the middle of a field.,face,face.n.01,0
117608,The pizza have big red tomatoes and chicken on it.,tower,tower.n.01,0
605,A cappuccino cup next to plates of deserts.,brick,brick.n.01,0
73508,Skier airborne while skiing down a forest slope.,power lines,power_line.n.01,1
198735,A group of four men standing next to each other on a tennis court.,t-shirt,jersey.n.03,0
578453,Several boats docked on the shore near a mountain.,window,window.n.01,0
102885,Two pastries on a plate with chocolate milk,jam,jam.n.01,1
204489,a person standing posing for a photo holding a glass of wine,sign,sign.n.02,0
526568,A downhill skier in red and white skiing down a mountain. ,giraffe,giraffe.n.01,0
392727,"Small bedroom with a chair, several drawers, and a hanging laundry basket.",buoy,buoy.n.01,0
464695,A group of people getting off a subway train with luggage at night. ,fence,fence.n.01,0
496287,A little kid that is holding a phone.,pizza,pizza.n.01,0
2471,A cat standing on top of a wooden table.,ear,ear.n.01,1
517835,A hydrant that is sitting on the sidewalk.,curb,band.n.04,1
303036,Two men in business suits talk as others watch them.,surface,surface.n.01,0
311550,A train on the railroad tracks passing warning lights.,light,light.n.01,1
282190,A couple of toilets sitting at a curb with other trash.,carrots,carrot.n.01,0
518948,A few kids sit at a bench ith a frisbee,shoe,shoe.n.01,1
78075,A car driving down the road under a traffic light beside buildings.,window,window.n.01,0
344040,a man sitting next to a little white plane in a parking lot ,man,man.n.01,1
127644,two pieces of sewing and scissors sit on a plaid blanket,design,design.n.01,1
391046,A boy stands on red sand throwing a frisbee,beach,beach.n.01,1
255051,A bald eagle is fluffed up in the cold.,eye,eye.n.01,0
527963,A clock of books sits on the bookshelf.,scramble,book.n.01,1
480939,A woman laying on a bench with a man sitting on the other side,pants,trouser.n.01,0
36547,A person with an orange shirt and an orange umbrella.,side,side.n.01,0
256308,A man in a red jacket skateboards down the street,foot,foot.n.01,1
445187,A man in a tie is sitting in a yellow chair holding a cat.  ,tail,tail.n.01,0
562338,A hot dog in a bunch and french fries sitting on a plate,tomatoes,tomato.n.01,1
389011,"Apples, bananas and other foods on a table",person,person.n.01,0
159315,Two park benches on grassy area next to mountains.,leaves,leaf.n.01,1
416555,A large skylight inside of a building with a high ceiling.,flag,flag.n.01,1
110811,Several people are eating a very big pizza.,wall,wall.n.01,0
539934,Woman in a jean jacket throwing a frisbee from her hand. ,person,person.n.01,0
425072,A red cargo train makes its way down the tracks.,name,name.n.01,1
228734,A foal lays near its mother on a beach.,tricycle,tricycle.n.01,0
266571,Two people with para-sailing gear walk the beach. ,lawn,lawn.n.01,0
88339,an orange train driving on the bend of a curved railroad track.,banana,banana.n.01,0
476812,A large clock sits in the middle of some buildings.,man,man.n.01,0
346492,A girl brushes her teeth with a blue handled toothbrush.,basket,basket.n.01,0
34113,A dog being teased with a half eaten slice of pizza. ,katsup,,1
494128,A man helping a snowboarder do a headstand with his board on.,pants,trouser.n.01,1
108221,People on a small motorboat ride out on calm water.,reflection,contemplation.n.02,1
571141,"Outside, people that are situated in a space that is beside a ramp and to the rear of some steps, watch as a skateboarder leaps almost as high as the top of the railing bisecting the steps. ",skate ramp,ramp.n.01,1
252724,A group of animals live and play on grass.,bat,bat.n.05,0
292047,A grey cat sitting in the sun in a windowsill. ,whisker,hair's-breadth.n.01,1
139469,A birthday party is shown with kids waiting for cake.,ocean,ocean.n.01,0
386979,a pizza on a white plate ready to be eated,grass,grass.n.01,0
456245,"Four people are sitting in a canoe, with the third from the front paddling.",head,head.n.01,1
292047,an image of a cat sitting on a ledge,sign,sign.n.02,0
1375,A tennis player swings her tennis racquet on the court.,court,court.n.01,1
198108,A kitchen with white floors and yellow cabinets. ,wooden bench,bench.n.01,0
277496,The inside of a bathroom with yellow marble.,bathroom,bathroom.n.01,1
136928,Three busses with man standing outside one of them.,kite,kite.n.03,0
95990,A delta crew is servicing a large Delta airplane.,giraffe,giraffe.n.01,0
105055,A longboarder carves down a steep hill side.,shoe,shoe.n.01,1
136154,A number of buildings around the river and a pier. ,clock,clock.n.01,1
397482,A man rides his motorcycle through the water on the beach.,man,man.n.01,1
256950,There are various utensils on the counter of a large kitchen.,lamp,lamp.n.01,0
534772,A baseball bat flying at fans trying to protect themselves.,blue hat,hat.n.01,1
316867,Black and white photograph of a man on his motorcycle packed for a trip,shirt,shirt.n.01,0
293598,These lambs are grazing in a grassy field,sheep's wool,sheep.n.01,1
311771,A view of a bathroom with a mirror reflecting the bath tub. ,rod,rod.n.01,1
419001,Four elephants performing tricks for a crowd of people.,bald spot,topographic_point.n.01,0
482894,A little boy in a blue striped jacket playing with his toys.,deer,deer.n.01,0
14458,a purple sign in front of a metal fence,guy,man.n.01,0
443673,four people standing up near a wall playing nintendo wii,shirt,shirt.n.01,1
354569,a number of dogs laying on a couch ,microwave,microwave.n.02,0
496832,A woman packing a blue suitcase on top of a wooden chair.,wipers,wiper.n.01,0
14986,a cellphone mounted to a dashboard of a car,car,car.n.01,1
423266,A couple of motorcycles parked next to each other on a field.,quilt,quilt.n.01,0
68617,A man in a grey t-shirt is talking on a cell phone.,giraffe,giraffe.n.01,0
237658,a skateboard wearing black is doing a trick in a pool,skateboard ramp,,1
456416,Electric articulated buses parked in large lot side by side.,air,air.n.01,1
158737,A man is preparing to catch a frisbee,shoes,shoe.n.01,1
413466,A jet flying over an airport runway with it's landing gear down..,tail,tail.n.01,0
350059,An old fashioned train sitting next to a red brick building.,skier,skier.n.01,0
565884,Two elephants bathing in a lake or pond.,sky,sky.n.01,1
92909,A small brown and white dog standing on the kitchen floor.,whipped cream,cream.n.01,0
251168,Two young baseball players smiling while an adult male in red watches.,b,bacillus.n.01,1
110547,A woman holding a briefcase in a smoky forest. ,shrubbery,shrubbery.n.01,1
218603,an owl perched at a camp ground by a picnic table,feathers,feather.n.01,1
277122,A man and a woman walking past a metallic fire hydrant.,branches,branch.n.01,0
43645,a urinal in a mans bathroom next to a green trash can,white papers,paper.n.01,0
532622,An old photograph of to people walking down a train platform. ,sheep,sheep.n.01,0
5508,A group of people that are sitting in a living room.,truck,truck.n.01,0
347505,Pots and pans are hanging above while spices hang alongside a refrigerator.,frige,,1
457011,A man rides a beautiful black stallion in the snow.,saddle,saddle.n.01,1
501026,A person sitting on a motorcycle on a dirt road.,boot,boot.n.01,1
454637,A hand cuts a piece of paper with scissors.,bear paw,bear_claw.n.01,0
462944,THERE ARE CHILDREN ON THE STREET ON SKATE BOARDS,skateboard,skateboard.n.01,1
462944,THERE ARE CHILDREN ON THE STREET ON SKATE BOARDS,leg,leg.n.01,0
61732,The buildings on the street are all covered in bright lights.,chair,chair.n.01,0
208057,A man in a red jacket skiing down the slope,snow,snow.n.01,1
448124,A woman smiling as she sits on a park bench.,ground,land.n.04,1
44814,A dog sitting in a boat that is traveling in the water. ,boat,boat.n.01,1
432216,several people on a flat slope waiting for the sky lift,windows,window.n.01,0
505649,A cheese pizza on a plate on a table.,street,street.n.01,0
180628,a small child on a wake board on the beach,face,face.n.01,1
541288,A plate that has a doughnut and fork on it.,nails,nail.n.01,0
458475,a skier is flying through the air while people watch.,ski jacket,ski_parka.n.01,1
17055,White birds stand tall in a grassy field.,bear,bear.n.01,0
189461,an assortment of donuts in front of a coffee cup,glasses,spectacles.n.01,0
277122,A man and a woman walking past a metallic fire hydrant.,hydrant,water_faucet.n.01,1
165945,"Wide shot of a baseball game that shows pitcher, runner and first baseman.",glove,glove.n.02,1
365101,"The fresh seafood is served on a bun and cocktail sauce garnish,  fries, and a pickle spear.",french fry,child.n.01,1
477263,Several men are sitting around a table drinking wine. ,man,man.n.01,0
323369,A bathroom stall that has a door open.,posts,post.n.01,0
394580,Person standing with one leg on skateboard on two wheels. ,trees,tree.n.01,0
313792,"A man in the ocean wearing a black wet suit, and holding a white and red surf board. ",hand,hand.n.01,1
234685,A man with a baby holding a carrot,jacket,jacket.n.01,0
459018,A bunch of uriinals and sinks are next to a large window.,dog,dog.n.01,0
167811,Two adult sheep with three baby sheep around. ,lamb,lamb.n.01,1
571747,Baseball player just hit the ball and is getting ready to run to first base.,base,base.n.01,1
87655,A cute little baby is eating something. ,eye,eye.n.01,0
77667,TOILET IN A BATHROOM WITH A WILDLY PAINTED WALL,stove,stove.n.01,0
238860,two people one on a laptop and the other on a cellphone,hay,hay.n.01,0
88214,A young child sitting on top of  a toilet in a costume.,window,window.n.01,0
180271,A few brown and white giraffes standing together,spots,topographic_point.n.01,1
422351,A brown bear sitting in a field full of flowers.,plants,plant.n.01,1
7396,A duo of train engines coming into a station down some tracks.,bearing,bearing.n.01,0
524905,giraffes in a field with trees and dirt ,tree,tree.n.01,1
557678,A bunch of monitors that are sitting on a desk.,plane,airplane.n.01,0
110357,A young man riding on the back of a black motor scooter.,train,train.n.01,0
117262,two fighter jets flying over a buildingon a cloudy day,pants,trouser.n.01,0
154011,Two polar bears standing on rocks near the water.,spots,topographic_point.n.01,1
197329,Zebras and a giraffe are looking at the camera.,leaf,leaf.n.01,1
428457,a baseball player swinging a baseball bat at a ball,batter,batter.n.01,1
20106,Two people who are herding a group of sheep.,field,field.n.01,1
318724,A white heron dipping its beak in the water to find food.,pizza,pizza.n.01,0
432161,Someone is lighting a candle on piece of cake.,banner,banner.n.01,0
438477,A man and women dressed up in clothes from the past.,tie,necktie.n.01,1
111045,Action from the outfield during a baseball game,shirt,shirt.n.01,1
396294,There is a concrete and wood bench at the edge of a path.,tongue,tongue.n.01,0
520027,A room filled with a pile of luggage and other clutter.,door,door.n.01,1
574667,A metal decoration is on the wall next to a window that looks out on a barn.,decorations,decoration.n.01,1
319299,a colorful passenger train stopped by a platform ,wires,wire.n.01,1
33917,A dessert is made of two types of chocolate with raspberries on top.,cake,cake.n.03,1
194050,A man jumping in the air on a snowboard.,writing,writing.n.01,0
567057,a sidewalk in front of a stone building with parked motorcycle in front of it.,sidewalk,sidewalk.n.01,1
249856,a sandwich is sitting on a white plate,eye,eye.n.01,0
425254,THIS IS A PICTURE OF A FEW ZEBRAS GRAZING IN A LARGE ENCLOSER,zebra's leg,leg.n.01,1
400104,A yellow and blue train moves along a track.,electrical line,line.n.01,1
77745,Boats are positioned around a busy coastal village harbor.,curtain,curtain.n.01,0
384037,a man snow boarding on a ledge with a snowy field behind him,pants,trouser.n.01,1
21070,Two children are carrying umbrellas and walking along.,coat,coat.n.01,1
278486,A clock tower on a tall building behind a group of trees.,vane,vane.n.04,1
559184,WOMAN WITH A WEDDING BAND ON TYING A RED TIE,zipper,slide_fastener.n.01,1
549580,A cat is sitting on a table next to food.,wall,wall.n.01,0
80590,A table with three glasses and a some bottles.,bottle,bottle.n.01,1
378583,The sun going down at the end of road with many cars driving on it. ,tire,tire.n.01,1
329751,a person is skiing down a snowy hill,person,person.n.01,1
108274,A woman walking up a ramp in the rain with an umbrella.,snow,snow.n.01,0
201425,"Three coffee cups sit on ledge, holding toothbrushes.",handle,handle.n.01,1
37932,The woman is walking her dog and he has an umbrella in his mouth,stairwell,stairwell.n.01,1
11107,A baseball player watches a pitch as it gets closer.,two bears walking,bear.n.01,0
80246,A man getting up from his chair during a business meeting in an office.,bottle,bottle.n.01,1
56181,a group of men play a game of volley ball ,shirt,shirt.n.01,1
219196,A black bear standing underneath a wooden structure.,nose,nose.n.01,0
242663,Two signs and a traffic light hang over a city intersection.,building,building.n.01,1
547352,"Ah yes, one must always cede the way for a Giraffe in the road.",white,car.n.01,1
