image_id,premise,hypothesis,hyp_rel,label
413248,a man and woman on a motor bike ride on a city street ,The driver is a man.,"[[2209919, u'a', u'be.v.01', 2209920]]",1
270089,A bright blue bird sits on a row of barbed wire.,The head of the bird.,"[[717685, u'has', u'have.v.01', 717692]]",1
441949,zebras drinking at the water's edge near foothills,woman wears blue suit,"[[3611325, u'ON', u'be.v.01', 3502524]]",0
255634,A man on a skateboard with a helmet on riding down a hill.,man wearing waxed jeans with brown knee pads,"[[1006391, u'WEARING', u'wear.v.01', 1006392]]",1
106229,A dog is resting on a bedroom floor,The eye of a giraffe,"[[812508, u'has an', u'have.v.01', 812509], [812508, u'has an', u'have.v.01', 812510]]",0
348816,"small, cute dog waiting for his owner on some luggage.",black wheels on bike,"[[1830008, u'ON', u'along.r.01', 1830009]]",0
3124,The man in a white jersey jumps up to catch a Frisbee.,the leg of a man,"[[1263868, u'has a', u'have.v.01', 1263893]]",1
30288,Two men are playing with the Wii game system.,A green leaf on a plant,"[[3194520, u'ON', u'along.r.01', 3666664]]",0
244616,Two tall giraffe are standing next to a stone wall.,Snow on the field,"[[1095533, u'on top of', u'along.r.01', 1095547]]",0
530964,An airliner sits on the tarmac during the day.,The ground is dirt and bathed in sun.,"[[747110, u'bad in', u'be.v.01', 747111]]",0
545632,"A section of kitchen counter and shelves, with a sink visible.",Man is playing tennis. ,"[[372332, u'playing', u'play.v.01', 372340]]",0
118909,A bookshelf filled with books and two stuffed animals.,A teddy bear wearing a sweater,"[[3340440, u'wearing a', u'wear.v.01', 3662281]]",1
304054,A child standing next to and holding on to a red fire hydrant on a sidewalk.,a small round black vase with a flower on the shelf of the mirror,"[[1082805, u'ON', u'along.r.01', 1082806]]",0
512764,A guy stands in a field working with a kite. ,One man has both feet on the skateboard.,"[[282887, u'ON', u'along.r.01', 282879]]",0
314497,A close up of a fork and a piece of cake.,leaves on the trees.,"[[1999231, u'are on', u'be.v.01', 1999230]]",0
346366,an image of a herd of sheep moving in the area,a man is wearing a black suit,"[[2754830, u'WEARING', u'wear.v.01', 2097495]]",0
578990,Man and small boy on a sled on the ice and holding an umbrella,person on the snowy slope,"[[1612074, u'ON', u'along.r.01', 3798006]]",0
166474,A person is holding an umbrella over their head,two headless people walking down street,"[[3413388, u'walking down', u'walk.v.01', 3148839]]",1
164310,A water skier is pulled by a watercraft in a large lake.,the person is holding the rope,"[[223338, u'holds', u'have.v.01', 223339]]",1
88754,Dog on skateboard wearing t-shirt during parade event.,the dome on the tower,"[[945850, u'ON', u'be.v.01', 945851]]",0
29403,A red and yellow train traveling down train tracks near a field covered with snow. ,edge of a white fridge ,"[[2838950, u'of a', None, 3653232]]",0
435098,man with orange apron appears to be choking on something,man is wearing glasses,"[[1257486, u'IN', u'in.r.01', 1257497]]",1
19797,People are carrying surfboards down a street next to each other.,shadow on the ground,"[[2191916, u'ON', u'be.v.01', 3691874]]",1
304735,A man and woman standing in a lobby together,American flag at fire department,"[[3677193, u'sports a', u'sport.v.01', 3677194]]",0
566395,Two cars wait at a red light at an intersection.,the grass on the field,"[[1269897, u'ON', u'along.r.01', 1269898]]",0
330719,A guy sits on a bench with his snow board. ,man sits on ramp,"[[1864398, u'sits on', u'sit.v.01', 1864399]]",1
569829,A pick up truck parked in the desert.,the finger of a person,"[[715867, u'of a', None, 715857]]",0
165347,The bus is turning onto the street near the pedestrians..,Shadow of the broccoli on the plate,"[[1801511, u'OF', None, 1801510]]",0
90914,A person prepares to catch a frisbee on a grassy lawn.,cage next to the grass,"[[1775227, u'next to', u'be.v.01', 1775228], [1775227, u'next to', u'be.v.01', 1775229], [1775227, u'next to', u'be.v.01', 1775230], [1775227, u'next to', u'be.v.01', 1775231], [1775227, u'next to', u'be.v.01', 1775232]]",1
137734,A zebra standing next to a tree covered landscape.,the mug resting in front of the white monitor,"[[1642651, u'resting in front of', u'stay.v.01', 1642652]]",0
166702,there is a large tower behind a house with a clock on it.,golden hands on a clock,"[[829951, u'ON', u'be.v.01', 829940], [829952, u'ON', u'be.v.01', 829940]]",1
296360,A lot of people that are cooking some food.,Man with black hair,"[[1083691, u'has', u'have.v.01', 1083697]]",0
460228,A fancy steak sandwich served with fries and dipping sauce.,sauce on white plate,"[[1205594, u'on top of', u'along.r.01', 1205589]]",1
320808,a couple of elephants that are standing in a field,The belt on the right boot of the snowboard.,"[[743989, u'ON', u'along.r.01', 743977]]",0
60952,A cat sleeping inside of the grill on the front of a car.,cat has short tail,"[[1208441, u'has', u'have.v.01', 1208461]]",1
445411,A plate with a sandwich and french fries on it.,A microwave built into a cabinet,"[[295490, u'IN', u'in.r.01', 295508]]",0
391892,Three planes in various stages at an airport,window on the plane,"[[1691522, u'ON', u'along.r.01', 1691523]]",1
526664,The dog is setting on the small bed with the cat.,the boy is wearing glasses,"[[173116, u'wears', u'wear.v.01', 173122]]",0
50412,A person grinding down a rail with skis. ,A fire hydrant on the sidewalk.,"[[2234703, u'ON', u'along.r.01', 2234704]]",0
244713,a man sitting on a colorful bike with people looking at it ,blender on the table.,"[[943210, u'on top of', u'along.r.01', 943211]]",1
538615,a soccer player wearing a black shirt and a soccer ball,the purple house is on a hill,"[[2955054, u'ON', u'along.r.01', 2955055]]",1
65292,A woman wearing a top hat sits on a horse.,the light on the ceiling,"[[2390913, u'ON', u'along.r.01', 2390915]]",0
27466,A giraffe is standing in an open field.,a tall giraffe in the savannah,"[[2093293, u'IN', u'in.r.01', 3611033]]",1
459543,Acrobats performing a routine on a motorcycle in a parade.,trees with green leaves in field,"[[481519, u'have', u'have.v.01', 481520]]",0
493959,A set of triplets sit on a couch doing different things.,man reading a book,"[[1131915, u'reading a', u'read.v.01', 1131924]]",1
571441,A herd of elephants walking across a lush green field.,young elephant on grass,"[[511735, u'walking on', u'be.v.01', 511718]]",1
361212,A very cute small bird perched on a branch.,hand on the clock,"[[1264798, u'has', u'have.v.01', 1264818]]",0
438580,A small boat floats on a body of water.,small stones on ocean,"[[1278763, u'IN', u'in.r.01', 1278762]]",1
159987,A group of buses and cars on a busy street.,window on the bus,"[[3059568, u'ON', None, 3944603]]",1
533897,Small fried meat on a plate with pieces of broccoli. ,The plate the broccoli is on,"[[1171034, u'IN', u'in.r.01', 1171032]]",1
307949,A passenger bus stopped on the side of a quiet street.,A paper sit behind the banana.,"[[2901016, u'behind', u'behind.r.01', 3858755]]",0
146111,A long view of a palace with Big Ben in the distance. ,canopies in front of the building,"[[3846198, u'in front of', u'in.r.01', 3846199]]",1
567189,Two black suitcases sitting at the top of a staircase.,a white toilet with water in it  ,"[[629885, u'inside', u'be.v.01', 629886]]",0
329211,Blurry photograph of a man in suit and tie smiling,the tail of the cow,"[[1745512, u'OF', None, 1735808]]",0
438688,Two decorated horses are connected to a buggy.,The seat in a horse drawn cart.,"[[1884764, u'in a', u'in.r.01', 1884765]]",1
509538,A boy on skis wearing a backpack has fallen over in the snow.,straps of the backpack,"[[1994262, u'OF', None, 3889211]]",1
340160,A cat cautiously looks at two dogs while walking across the room.,a cat sitting at the table,"[[2246447, u'sitting on', u'sit.v.01', 2252673]]",0
340171,A number of boxed foods sitting on a piece of cardboard,plane just before landing,"[[313823, u'before', u'earlier.r.01', 313829]]",0
41056,A toddler is smiling while observing the handle bars of a bike. ,Bikes by a tree,"[[348669, u'by', u'by.r.01', 348670]]",0
480861,"A yellow fire hydrant in a weedy, poorly maintained area.",grey roof on house,"[[2636196, u'ON', u'along.r.01', 2636197]]",1
388117,The man strolls along the beach behind a bird in flight.,brick on the ground,"[[1540351, u'ON', u'along.r.01', 3567454]]",0
558849,A building with a long row of arched windows surmounted with a clock tower.,The lettering is white on the red sign.,"[[2678068, u'ON', u'along.r.01', 2678069]]",0
322934,a man that is jumping a skateboard on a rail,A lighthouse overlooks the dock.,"[[3692309, u'overlooks', u'neglect.v.01', 2198402]]",0
110480,A man and a surfboard in the ocean at a beach.,Man in the ocean,"[[608736, u'IN', u'in.r.01', 608738]]",1
323352,A young man carrying a surfboard out of the water.,forehead on the man,"[[3305455, u'ON', u'along.r.01', 3305456]]",1
333099,A man driving a train down a train track outside.,the nose of an elderly woman,"[[1001949, u'has', u'have.v.01', 1001954]]",0
14366,An electrical experiment with many apples and forks wired to one another.,man in blue shirt,"[[3491101, u'IN', u'in.r.01', 3491102]]",0
478035,A family is standing on top of a snowy hill,Snow covered ground,"[[2208853, u'IN', u'in.r.01', 2208854]]",1
172669,"Flowers, a potted plant and pottery sitting on a ledge outside. ",Shadow of the vases on the table.,"[[1856038, u'OF', None, 1856039], [1856038, u'OF', None, 1856040], [1856038, u'OF', None, 1856041], [1856038, u'ON', u'along.r.01', 3599759]]",1
124737,A man is windsurfing in calm water by the shore.,surfboard in the water.,"[[1126541, u'IN', u'in.r.01', 382647]]",1
495722,a male in brown pants is snow skiing towards some mountains,a mirror on the wall,"[[950088, u'ON', u'along.r.01', 950089]]",0
264846,The woman hurries to hit the tennis ball.,man wearing blue hat,"[[3596785, u'WEARING', u'wear.v.01', 3596786]]",0
312540,A metro bus stopped at an intersection with tall building in the background.,front door on bus,"[[437290, u'ON', u'along.r.01', 437281]]",1
50827,Three slices of pizza sitting on paper plates.,A sandwich shaped like a ring.,"[[1090062, u'shaped like a', u'wish.v.02', 1090087]]",0
61654,A man with a beard straightening his tie.,a collar on man's shirt,"[[476347, u'ON', u'along.r.01', 476341]]",1
215480,A herd of sheep in a fenced in area.,leg of a sheep,"[[666233, u'has', u'have.v.01', 666260]]",1
68139,A man is standing on a sidewalk in front of food trucks.,woman wearing black pants ,"[[416139, u'WEARING', u'be.v.01', 416140]]",1
383368,Two sheep are standing behind a wooden gate.,The hamster is eating a piece of green broccoli,"[[290501, u'eating', u'eat.v.01', 290489]]",0
77745,Boats are docked at a pier near the ocean.,building has orange roof,"[[2290725, u'has', u'have.v.01', 2290726]]",1
515729,The girl is brushing her teeth in the mirror.,bowl of white rice,"[[1210543, u'OF', None, 1210548]]",0
231714,A man drinking a drink at a table with a pizza on it.,silverware on white napkin ,"[[3029669, u'ON', u'along.r.01', 3029668]]",1
414733,Two men that are on ski's in the snow.,two players shaking hands,"[[581790, u'shaking', u'shake.v.01', 581791]]",0
261664,A black dog is standing on his hind legs with his front paws on feeding bowls.,The dog's back right leg.,"[[1172666, u'has', u'have.v.01', 1172672]]",1
456136,A woman sitting in front of pizza and wine.,The building has many windows,"[[1218815, u'has a', u'have.v.01', 1218822]]",0
204489,a woman wearing a gray jacket and matching gray pants smiles while holding a glass of red wine.,shadow on the shirt,"[[951382, u'has', u'have.v.01', 951383]]",0
507444,a male in a green shirt on a bicycle and some people,yellow juice is in blender,"[[3835500, u'IN', u'in.r.01', 3835509]]",1
508151,Picture of two zebras in a green field,a group of people sitting on the snow,"[[799043, u'ON', u'along.r.01', 799040]]",0
12891,A train is moving along the tracks beside a path.,the grass beside the fence,"[[2420619, u'beside', None, 3881538]]",1
421744,Monarch jet just starting take off at the airport.,rocks on the ground ,"[[682986, u'ON', u'along.r.01', 682987]]",1
416248,A woman balancing a baby on a motorcycle with a helmet,wires above the train,"[[510810, u'above', u'above.r.01', 510795]]",0
294267,An elephant walks in a field across the water.,stand of trees behind elephant,"[[3217828, u'behind', None, 2861129]]",1
13912,There is plenty of fresh fruit being sold at the store.,a boy swing a bat,"[[587870, u'swinging', u'swing.v.01', 587871]]",0
321736,a black and white cat is watching a big screen television screen,cat is watching tv,"[[1307707, u'watches', u'watch.v.01', 1307708]]",1
500576,A woman is guiding a horse through a stadium.,A motorcycle is on the sidewalk.,"[[1643312, u'ON', u'along.r.01', 1643313]]",0
55294,A woman with a cell phone standing by a bench with people.,Woman is wearing a hat,"[[3206350, u'WEARING', u'be.v.01', 3536110]]",0
457478,Dog swimming in outdoor pool on sunny day.,The elephants left eye is black.,"[[1783308, u'ON', u'along.r.01', 1710465]]",0
103465,Man made clock with numerals on a wall and hands of a clock above a fire place.,missing keys on a keyboard,"[[3059016, u'are on', u'be.v.01', 2713056]]",0
93535,"A kitchen with a stove, refrigerator, cabinets, microwave and drawers in there.",vertical display of clocks and toys,"[[259152, u'has', u'have.v.01', 259153], [259152, u'has', u'have.v.01', 259154]]",0
146163,A girl and a dog in a frisbee competition.,dog is very interested in the frisbee,"[[3865769, u'interested in', u'concern.v.02', 3865768]]",1
43425,"The small dog has long, biege, shaggy hair.",small dog squinting its eyes,"[[780518, u'has squinty', u'have.v.01', 780521]]",1
277799,A softball player has taken a swing at an oncoming ball.,A softball in the air,"[[2920144, u'IN', u'in.r.01', 3526888]]",1
173365,A cat sitting on top of a piano keyboard.,an engine of an airplane,"[[1021582, u'on a', u'along.r.01', 1021569]]",0
220089,An old red Chevrolet truck parked alone in a parking lot.,the leg of an elephant,"[[788476, u'OF', None, 788468]]",0
233245,A giraffe in a green field turns its head around and looks behind itself.,a fence securing the giraffe's habitat,"[[497760, u'securing', u'be.v.01', 497768]]",1
405663,Two gauchos herd a steer in an arena. ,glass with cocktail,"[[401118, u'has', u'have.v.01', 401125]]",0
463355,A man in shorts is performing skateboarding tricks.,The left foot of the person,"[[3164317, u'OF', None, 3922309]]",1
39446,A person points at his pizza slice near a computer keyboard and mouse.,table beside the bed,"[[3403920, u'beside', None, 2551876]]",0
547863,A street and stop sign on a metal pole.,One window on a house,"[[3053513, u'ON', u'along.r.01', 3053512]]",1
19238,A brown teddy bear holding a stuffed toy chicken.,glass is on the laptop,"[[3853392, u'ON', u'along.r.01', 2492927]]",0
118457,"A few guys, one holding a Frisbee, are posing for the camera. ",the leg of a person,"[[1128436, u'has a', u'have.v.01', 1128444]]",1
421996,an antque stove with oven like the ones used a hundred years ago,canisters and boxes on wooden shelf,"[[762533, u'ON', u'be.v.01', 762532], [762534, u'ON', u'be.v.01', 762532]]",1
364879,a cat licking the key board of a laptop,horse pulling carriage,"[[2988634, u'pulling', None, 2988633]]",0
362007,"A dessert that features chocolate cake, ice cream, and strawberries on a white plate. ",whiped cream on top of cake,"[[3122799, u'on top', u'along.r.01', 3122800]]",1
352454,A person jumping a snowboard down a slope,a table with plates of breakfast foods,"[[3755405, u'ON', u'be.v.01', 3755414], [3755404, u'ON', u'be.v.01', 3755414], [3755403, u'ON', u'be.v.01', 3755414]]",0
255577,A woman standing on a tennis court holding a racquet.,person with black and white shorts,"[[690491, u'WEARING', u'wear.v.01', 690492]]",1
518361,"A few people watching a group of elephants in a pen,",man wearing surgical mask,"[[184072, u'wears', u'wear.v.01', 184084]]",1
400104,A train car sitting idle on an old set of tracks,The train has four wheels on each side,"[[377694, u'has', u'have.v.01', 1116430], [377694, u'has', u'have.v.01', 1116429], [377694, u'has', u'have.v.01', 1116428], [377694, u'has', u'have.v.01', 1116427]]",1
357690,A man riding a surfboard on the waves on a blue sky day ,Man's bare foot on board,"[[1213955, u'OF', None, 1213950]]",1
271338,A man is taking a photo with his cell phone in front of a construction site.,right leg on elephant,"[[861725, u'ON', u'along.r.01', 861702]]",0
135577,three cats laying on a couch in a room ,White small cup on the table,"[[2962102, u'IN', u'in.r.01', 2962101]]",0
520758,a traffic light and a sign for bus turns only,black paddle above water,"[[674351, u'above', u'above.r.01', 674348]]",0
449082,"A road sign that gives the distance to five cities,",wave crashing onto shore,"[[2437950, u'crashing into', u'be.v.01', 2437951]]",0
286764,A large polar bear swimming underwater in a cage at a zoo.,polar bear under water,"[[172923, u'under', u'under.r.01', 172922]]",1
460821,A man in black jacket holding skis on a slope.,wing attached to back of engine,"[[285894, u'attached to', u'attach.v.01', 285893]]",0
113334,A snowboarder looks toward a large snow-covered mountain.,a pole on dirt,"[[1217886, u'ON', u'be.v.01', 1217887]]",0
114149,A large number of identical wooden boats float close to each other on the water.,a line of boats on the water,"[[2196305, u'ON', u'along.r.01', 3321661]]",1
105385,A bird perched on top of a lush green tree.,the hotel has room lights on,"[[429715, u'has', u'have.v.01', 429735], [429715, u'has', u'have.v.01', 429736], [429715, u'has', u'have.v.01', 429737]]",0
100897,White toilet with toilet paper coming out of its front in the tiled bathroom.,lid to the toilet's water tank,"[[460679, u'OF', None, 460674]]",1
304854,"Three elephants walking down a path towards water, carrying people.",green leaves on trees,"[[433712, u'ON', u'along.r.01', 433716]]",1
525555,Chairs and an umbrella sit on a beach.,a brown building next to the water,"[[2929465, u'next to', u'next.r.01', 2929466]]",0
14514,A kitchen with a bunch of stainless steel cookware in it ,Fluorescent light panels in the ceiling,"[[3415175, u'sitting on', u'sit.v.01', 3415176]]",1
319126,Three kites are flying high in the sky.,right leg of a small boy,"[[1106273, u'OF', None, 1106258]]",0
46524,a woman is smiling while eating a pizza,A man riding on an elephant.,"[[163014, u'man riding', u'depend_on.v.01', 162985]]",0
196016,A person that is  taking a picture on the street.,Man leaning against counter,"[[1592001, u'leaning against', u'tend.v.01', 1592002]]",0
287953,a black chair is in front of a desk,Books on the bookshelf ,"[[1290787, u'ON', u'along.r.01', 1290786]]",1
90836,An outdoor pool with multiple sunbathers lounging ,part of a floor,"[[442760, u'of a', None, 442761]]",1
388382,A couple of bulls being led down a street by a crowd of people.,woman with white dress,"[[3528291, u'WEARING', u'wear.v.01', 3155986]]",1
430692,A pile of Anime items piled on top of a floor.,two zebras standing on grass,"[[2004652, u'ON', u'along.r.01', 2004654], [2004653, u'ON', u'along.r.01', 2004654]]",0
369367,A sheep grazes on a grassy hill in an enclosed area.,a yellow bloom in the grass,"[[3627227, u'IN', u'in.r.01', 3155714]]",1
55737,Several people and a dog are standing or skiing on a snow covered slope.,bald man in blue working clothes standing near truck bed,"[[687085, u'near', u'about.r.07', 687086], [687085, u'IN', u'in.r.01', 687087], [687086, u'OF', None, 687083]]",0
38614,a train on a track with buildings near by ,red pepper on the pizza,"[[935853, u'ON', u'along.r.01', 935847]]",0
289019,People are riding in a horse drawn carriage with yellow wheels.,two horses pulling a cart,"[[1144101, u'pulling', u'pull.v.01', 1144099]]",1
284814,A couple of pairs of skis in the snow.,The reflection of the tree on the water.,"[[3548161, u'OF', None, 3548160], [3548161, u'IN', u'in.r.01', 2304558]]",0
74223,This is a close up picture of a man with a suit on the beach,woman wearing black shirt,"[[3832965, u'WEARING', u'wear.v.01', 3832966]]",0
18930,A football player in red and white carrying a football.,A brown spot on a giraffe,"[[2211637, u'ON', u'along.r.01', 2106758], [2211638, u'ON', u'along.r.01', 2106758], [2211639, u'ON', u'along.r.01', 2106758], [2211640, u'ON', u'along.r.01', 2106758]]",0
481678,A toy train is traveling around a bend near a bridge.,a bush with dry leaves.,"[[2569998, u'has', u'have.v.01', 2570001], [2569999, u'has', u'have.v.01', 2570002], [2570000, u'has', u'have.v.01', 2570003]]",1
254241,a person jumping in the air while standing on a snowboard.,black jacket with red and white stripes,"[[163154, u'has', u'have.v.01', 163163]]",1
470839,Corner of a street with buildings next to a woman with a stroller.,The head of the man ,"[[3740480, u'OF', None, 1952780]]",0
223470,a couple of stuffed animals sit on a car windshield ,a laminated printed sheet of paper on a windshield,"[[3132993, u'ON', u'along.r.01', 3132994]]",1
160815,A large group of people crossing the street.,camera on the floor,"[[3408784, u'IN', u'be.v.01', 3408785]]",0
367048,A table with a fancy decorated cake and candles in blue and white.,woman wearing black glasses,"[[873002, u'WEARING', u'wear.v.01', 873013]]",1
224670,A laptop computer is open next to a cell phone.,reflection of a window in the glass,"[[793750, u'reflection on', u'along.r.01', 793745]]",1
156312,A baseball game in progress with the batter at the end of a swing. ,Man wears blue cap,"[[200486, u'wears', u'wear.v.01', 200495]]",0
473571,A bathroom In the midst of being renovated. ,person holding a flag,"[[3723887, u'holding', u'have.v.01', 1717303]]",0
337707,a skateboarder in a white shirt is doing a trick,a piece of paper on the wall,"[[3386554, u'ON', u'along.r.01', 3386555]]",0
227456,There is an old time truck that appears to be serving food.,visa accepted sign in window,"[[1231429, u'ON', u'be.v.01', 1231428]]",0
151570,a group of people riding motorcycles on a street,mirror on motorcycle,"[[593913, u'has', u'have.v.01', 593914]]",1
27907,A man standing next to a young boy on a field.,Person carrying rainbow colored umbrella,"[[1054329, u'carrying', u'transport.v.02', 1054330]]",0
259186,Two duplicate images show a tennis player swinging at a ball.,A car on a street.,"[[1577390, u'ON', u'along.r.01', 3796302]]",0
268659,A giraffe is standing next to a building with blue stripes.,Tail of the giraffe,"[[914972, u'ON', u'along.r.01', 914960]]",1
197888,A woman holds a drink and hot dog outside.,white napkins on table,"[[2408696, u'ON', u'along.r.01', 2408697]]",0
546647,A bathroom has a dirty white shower in it and a stained looking toilet.,a dirty toilet on the wall,"[[1348574, u'ON', u'along.r.01', 1348583]]",1
482472,A bench on a sidewalk next to plants. ,A mirror on the car,"[[1012761, u'ON', u'along.r.01', 1012729]]",1
450707,Two people sitting in front of a store window.,tree next to fence line,"[[1964424, u'next to', u'next.r.01', 1964425]]",0
212199,a train on a train track at a station,Three cows in a forest chewing the grass,"[[1212175, u'chewing', u'chew.v.01', 1212183]]",0
42196,a plane sitting in the middle of the runway,back wheels of plane,"[[2373713, u'ON', u'along.r.01', 2445301]]",1
400417,A very big nice looking room with a nice TV.,The tree with no leaves,"[[281449, u'with', None, 281450]]",0
170235,A photo of a man swinging a baseball bat.,clock on pole is round,"[[3107631, u'ON', u'along.r.01', 3107632]]",0
413625,A woman on a surfboard tries to stand in the surf.,a head of a zebra,"[[2152611, u'of a', None, 3836213]]",0
366064,"A woman dressed in a button up white shirt, suit and necktie.",A sheet on the wall.,"[[2900696, u'ON', u'along.r.01', 2900697]]",1
242606,Waist and legs of two skateboarders on a path.,a woman holding a plastic bag,"[[2058107, u'holding', u'be.v.01', 2058108]]",0
417887,there is a very large sheep walking in the grass alone,tail of white sheep,"[[2352451, u'OF', None, 2683232]]",1
89563,Three horses that are standing by a large bail of hay.,The ears of the horse in the middle.,"[[2237133, u'OF', None, 2177361], [2237134, u'OF', None, 2177361]]",1
219025,People are standing outside of a bus in a parking lot.,The man is wearing a cap.,"[[532074, u'WEARING', u'wear.v.01', 532076]]",0
404403,A man wearing a jacket and slacks near a plaque.,piece of meat on top of round waffle,"[[1253207, u'ON', u'along.r.01', 1253205]]",0
134320,A clock tower made of brick in front of a blue sky.,the clock is on the tower,"[[2368662, u'ON', u'along.r.01', 1699637], [2368663, u'ON', u'along.r.01', 1699637]]",1
340060,A tennis player on the court watching the ball.,man with dark black hair ,"[[161122, u'has', u'have.v.01', 161123]]",1
77851,a guy that is sitting down with his laptop,The empty seat next to the man ,"[[3146495, u'next to', u'next.r.01', 3146496]]",1
26260,A beautiful young lady with tattoos preparing food in a kitchen.,the donut in the man's hand,"[[2181029, u'IN', u'in.r.01', 2181031], [2120838, u'has', u'have.v.01', 2181031]]",0
321181,Cross country skiers at the base of a mountain.,a man on skis,"[[917143, u'ON', u'be.v.01', 917131]]",1
353370,a person is on a bike in a mirrors reflection,trees in the background,"[[398807, u'has', u'have.v.01', 398808], [398808, u'IN', u'in.r.01', 398807]]",0
11420,A beige marble bath at a hotel with shower glass wall instead of curtains,small blue cup on ground,"[[3755247, u'ON', u'along.r.01', 1928491]]",0
571881,A group of soldiers are posing around a motorcycle. ,A white plate with food on it. ,"[[1176671, u'ON', u'be.v.01', 1176650]]",0
417610,A yellow boat tied to an anchor on the beach.,Small amount of rocks in water,"[[1358507, u'IN', u'in.r.01', 1358504]]",1
225393,A toilet basin set in the floor of a bathroom.,toilet paper on the counter,"[[2711775, u'ON', u'along.r.01', 2711776]]",1
270315,a small dog is cathing a frisbee in a field,A man wearing a top hat and carrying a long knife ,"[[284810, u'WEARING', u'wear.v.01', 284811], [284810, u'carrying', u'transport.v.02', 284809]]",0
413122,A group of kites in the sky at the beach.,Two windows of a building,"[[984166, u'ON', u'along.r.01', 984162]]",0
6651,A decorated sheet cake with flowers and a mortar board celebrating a graduation.,purple icing on the outside of a white cake,"[[3871249, u'outside of', u'outside.r.01', 2175215]]",1
510730,"A field with a couple elephants following a trail, carrying people.",people riding on the back on an elephant,"[[752723, u'riding', u'depend_on.v.01', 752724]]",1
32474,There seems to be construction going on across the street,black strap on the stroller,"[[3881612, u'ON', u'along.r.01', 2548159]]",1
335518,a man is jumping toward a frisbee at the beach,the feet are in the sand,"[[3821312, u'are in', u'be.v.01', 3821313]]",1
390374,A couple happily playing Wii together in a living room,woman wearing black shirt,"[[1295984, u'WEARING', u'wear.v.01', 1295997]]",1
46242,A herd of sheep walking across a dry grass field.,A mushroom is on the bread.,"[[3695023, u'ON', u'along.r.01', 3695024]]",0
354342,A man is on a skateboard jumping over over skateboards.,Stack of clothes in front of the window.,"[[2463263, u'ON', u'along.r.01', 2463262]]",0
172303,A giraffe standing next to green plants in a field.,a giraffe's head,"[[520352, u'has', u'have.v.01', 520356]]",1
535891,castle rower with lighted clock in darkened sky,head of a person,"[[967812, u'OF', None, 967813]]",0
289621,A woman sets up shop beside a fire hydrant to paint a masterpiece.,two people on the bridge,"[[760991, u'near', u'about.r.07', 761000]]",1
434031,a toilet and bucket in a white tiled bathroom,man wearing blue and white shirt,"[[330309, u'WEARING', u'be.v.01', 3812529]]",0
242307,A man laying on a chair with a woman while holding a banana.,woman lying on bed,"[[1900662, u'lying', u'lie.v.01', 3528301]]",1
575343,The rear view mirror of a car showing a dog out a window.,branches holding frosty white snow,"[[3111112, u'holding', u'have.v.01', 3111113]]",0
76246,A small clean airplane bathroom with sink and toilet. ,structure with a blue roof,"[[810087, u'ON', u'be.v.01', 810088]]",0
285729,A woman is sitting on her motorcycle in the driveway.,A woman on a white motorcycle,"[[344009, u'ON', u'along.r.01', 344010]]",1
559271,a bunch of elephants walking through some plants ,the elephant's tusk in the shot,"[[1692428, u'has', u'have.v.01', 1871270]]",1
459736,A cow standing half way out of a barn.,cow coming out door,"[[3498008, u'coming out of', u'arrive.v.01', 2066754]]",1
368055,A baseball player getting ready to hit a baseball.,A person wearing a red hat.,"[[2562635, u'WEARING', u'wear.v.01', 3611666]]",1
265586,A gentleman who is pointing to the green stuff on his keyboard.,part of  a stone,"[[3748016, u'OF', None, 2067174], [3748016, u'OF', None, 2067173], [3748016, u'OF', None, 2067172]]",0
30193,A painting of a man sitting on s bench wearing a white dress shirt holding a tennis racket. ,the hind leg of a sheep,"[[3693283, u'has', u'have.v.01', 2534235]]",0
65643,A young man driving a golf cart like passenger vehicle,a seal is laying on a bench,"[[3456865, u'ON', u'along.r.01', 3206989]]",0
314067,a woman standing on a sidewalk while talking on a cell phone ,person in a red shirt,"[[145439, u'WEARING', u'wear.v.01', 145440]]",1
485840,a couple of elephants on display one is blue and white the other is yellow with polka dots,The platform the yellow elephant is standing on.,"[[1597257, u'ON', u'along.r.01', 1597256]]",1
12529,A man standing at a podium on a stage,the mouth of a man,"[[935323, u'has', u'have.v.01', 935327]]",1
277396,"A man standing in front of an elephant hands two children something
",Small grey rock on ground,"[[3339058, u'ON', u'along.r.01', 3339059]]",1
94813,Several animals struggling to cross rough and deep water.,two animals stuck in the snow,"[[576575, u'IN', u'in.r.01', 576576]]",1
211410,A fire hydrant is painted black and silver. ,dead leave that have fallen to the ground,"[[2735099, u'fallen to', u'descend.v.01', 2735100]]",1
43739,A woman standing in a kitchen with a smile on her face.,pair of bananas on counter,"[[3528535, u'ON', u'along.r.01', 3528546], [3528545, u'ON', u'along.r.01', 3528546]]",1
345117,An empty vase is on a table. ,The light is shining on the vase.,"[[2065803, u'shining on', u'along.r.01', 3395323]]",1
109928,A nice bedroom with a large headboard and bench.,A chair at the foot of the bed. ,"[[2049434, u'at foot of', u'foot.v.01', 2049435]]",1
6590,a little girl on a couch with a umbrella,white and black doll next to red and white doll,"[[875201, u'next to', u'next.r.01', 875202]]",1
312403,A microwave and an oven on a kitchen,shadow of door on sand,"[[3192743, u'OF', None, 3702484]]",0
117325,A person on a bicycle is riding along a road.,Man traveling on a bicycle,"[[647329, u'traveling on', u'travel.v.01', 647330]]",1
