,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.label,Input.prompt,Answer.semantic-similarity.label,Approve,Reject
57,37Y5RYYI0QABBYWFK5BRQOSBYGFSX9,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3A4NIXBJ784G0T0FCRHJS5U3DMFLMX,22,Submitted,Wed Jan 16 14:38:57 PST 2019,Wed Jan 16 14:39:13 PST 2019,Sat Jan 19 14:39:13 PST 2019,,,,16,100% (6/6),0% (0/0),0% (0/0),"Three women prepare large, rectangular pizzas with various ingredients.","A woman is reaching for a plate of toppings filled with tomatoes, green peppers, and red onions.  In front of the woman are three rectangular cookie sheet.  There are also two other people in the background with only their arms showing.  Each cookie sheet contains a pizza.  The cookie sheets are on top of a table covered in a white cloth.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
58,37Y5RYYI0QABBYWFK5BRQOSBYGFSX9,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3AUQQEL7U7YMTK521QWRHHLS1HGV0F,23,Submitted,Wed Jan 16 14:39:11 PST 2019,Wed Jan 16 14:39:53 PST 2019,Sat Jan 19 14:39:53 PST 2019,,,,42,0% (0/0),0% (0/0),0% (0/0),"Three women prepare large, rectangular pizzas with various ingredients.","A woman is reaching for a plate of toppings filled with tomatoes, green peppers, and red onions.  In front of the woman are three rectangular cookie sheet.  There are also two other people in the background with only their arms showing.  Each cookie sheet contains a pizza.  The cookie sheets are on top of a table covered in a white cloth.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
59,37Y5RYYI0QABBYWFK5BRQOSBYGFSX9,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3MRNMEIQW7BDWZU2ZYIG9F7948NLDF,24,Submitted,Wed Jan 16 14:38:39 PST 2019,Wed Jan 16 14:38:58 PST 2019,Sat Jan 19 14:38:58 PST 2019,,,,19,0% (0/0),0% (0/0),0% (0/0),"Three women prepare large, rectangular pizzas with various ingredients.","A woman is reaching for a plate of toppings filled with tomatoes, green peppers, and red onions.  In front of the woman are three rectangular cookie sheet.  There are also two other people in the background with only their arms showing.  Each cookie sheet contains a pizza.  The cookie sheets are on top of a table covered in a white cloth.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
60,37Y5RYYI0QABBYWFK5BRQOSBYGFXSE,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,354GIDR5ZDB60J4MYT82WOV27L400T,4,Submitted,Wed Jan 16 14:39:10 PST 2019,Wed Jan 16 14:41:19 PST 2019,Sat Jan 19 14:41:19 PST 2019,,,,129,0% (0/0),0% (0/0),0% (0/0),an image of two dogs in a gate lying down,"The image is of two animals lying on the ground. They are in a chain-link enclosure. They both have black fur. They are obscured by dried out, brown grass. They are lying on a dirt patch surrounded by very dry looking grass. The grass is a brownish green. There are wooden fence posts visible in the image as well. There long skinny tree branches with no leaves on them. The image appears to be taken during the day, but at a time without much sunlight. ",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
61,37Y5RYYI0QABBYWFK5BRQOSBYGFXSE,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3GFK2QRXXBMY3GR8O67ZKE0XPYU5WL,5,Submitted,Wed Jan 16 14:39:50 PST 2019,Wed Jan 16 14:44:01 PST 2019,Sat Jan 19 14:44:01 PST 2019,,,,251,0% (0/0),0% (0/0),0% (0/0),an image of two dogs in a gate lying down,"The image is of two animals lying on the ground. They are in a chain-link enclosure. They both have black fur. They are obscured by dried out, brown grass. They are lying on a dirt patch surrounded by very dry looking grass. The grass is a brownish green. There are wooden fence posts visible in the image as well. There long skinny tree branches with no leaves on them. The image appears to be taken during the day, but at a time without much sunlight. ",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
62,37Y5RYYI0QABBYWFK5BRQOSBYGFXSE,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3IAS3U3I0HLEGGAABW95ZTK0VNL2B1,1,Submitted,Wed Jan 16 14:40:42 PST 2019,Wed Jan 16 14:41:07 PST 2019,Sat Jan 19 14:41:07 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),an image of two dogs in a gate lying down,"The image is of two animals lying on the ground. They are in a chain-link enclosure. They both have black fur. They are obscured by dried out, brown grass. They are lying on a dirt patch surrounded by very dry looking grass. The grass is a brownish green. There are wooden fence posts visible in the image as well. There long skinny tree branches with no leaves on them. The image appears to be taken during the day, but at a time without much sunlight. ",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
63,382GHPVPHTWGTFNQAF8LL5N1D5C34E,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:17 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:17 PST 2019,,,323Q6SJS8KL88NP8ZJY85NHNZ4UHFF,9,Submitted,Wed Jan 16 14:37:43 PST 2019,Wed Jan 16 14:38:13 PST 2019,Sat Jan 19 14:38:13 PST 2019,,,,30,0% (0/0),0% (0/0),0% (0/0),"A baby sitting in chair, eating steamed broccoli.","A young, mostly bald baby is sitting at a blonde wooden table. The table is beside a kitchen with several well lit cabinets. The baby has several large stalks of green broccoli heads. The baby's face is covered in eaten food and his lips are pursed. He is sitting in a brown wooden chair. The fridge is white behind him, and the lights are reflecting off the surface of the table in front of him.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
64,382GHPVPHTWGTFNQAF8LL5N1D5C34E,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:17 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:17 PST 2019,,,3300DTYQT4MTF2OFNY1WWJOOEQBEQQ,7,Submitted,Wed Jan 16 14:37:26 PST 2019,Wed Jan 16 14:38:24 PST 2019,Sat Jan 19 14:38:24 PST 2019,,,,58,0% (0/0),0% (0/0),0% (0/0),"A baby sitting in chair, eating steamed broccoli.","A young, mostly bald baby is sitting at a blonde wooden table. The table is beside a kitchen with several well lit cabinets. The baby has several large stalks of green broccoli heads. The baby's face is covered in eaten food and his lips are pursed. He is sitting in a brown wooden chair. The fridge is white behind him, and the lights are reflecting off the surface of the table in front of him.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
65,382GHPVPHTWGTFNQAF8LL5N1D5C34E,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:17 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:17 PST 2019,,,36H9ULYP64Z4ZTKYNJ1TH0X2CWYFJI,3,Submitted,Wed Jan 16 14:38:20 PST 2019,Wed Jan 16 14:38:37 PST 2019,Sat Jan 19 14:38:37 PST 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),"A baby sitting in chair, eating steamed broccoli.","A young, mostly bald baby is sitting at a blonde wooden table. The table is beside a kitchen with several well lit cabinets. The baby has several large stalks of green broccoli heads. The baby's face is covered in eaten food and his lips are pursed. He is sitting in a brown wooden chair. The fridge is white behind him, and the lights are reflecting off the surface of the table in front of him.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
66,389A2A304PNN7R18K7WK251I2690CT,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,3907X2AHF2AGKABKU1R6UDPPCRZP28,3,Submitted,Wed Jan 16 14:38:22 PST 2019,Wed Jan 16 14:39:18 PST 2019,Sat Jan 19 14:39:18 PST 2019,,,,56,0% (0/0),0% (0/0),0% (0/0),A man in a red shirt prepares to push a volleyball while his team mate watches.,A man in a red shirt is catching a black and red ball. There is blue curtains on the wall behind the man. There is a person in a black shirt behind the man in the red shirt.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
67,389A2A304PNN7R18K7WK251I2690CT,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,3E13VNJ1NP0HE36KY218GXE8Y7QI18,25,Submitted,Wed Jan 16 14:38:16 PST 2019,Wed Jan 16 14:38:37 PST 2019,Sat Jan 19 14:38:37 PST 2019,,,,21,100% (1/1),0% (0/0),0% (0/0),A man in a red shirt prepares to push a volleyball while his team mate watches.,A man in a red shirt is catching a black and red ball. There is blue curtains on the wall behind the man. There is a person in a black shirt behind the man in the red shirt.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,1 - Not At All,,
68,389A2A304PNN7R18K7WK251I2690CT,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,3H7Z272LX9CMLWXS479B99OYIRQLPT,26,Submitted,Wed Jan 16 14:39:01 PST 2019,Wed Jan 16 14:39:26 PST 2019,Sat Jan 19 14:39:26 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),A man in a red shirt prepares to push a volleyball while his team mate watches.,A man in a red shirt is catching a black and red ball. There is blue curtains on the wall behind the man. There is a person in a black shirt behind the man in the red shirt.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
69,38F60IALAHM4T83J6TRARF1MQS8T04,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3AUQQEL7U7YMTK521QWRHHLS1HH0VL,13,Submitted,Wed Jan 16 14:39:54 PST 2019,Wed Jan 16 14:40:07 PST 2019,Sat Jan 19 14:40:07 PST 2019,,,,13,0% (0/0),0% (0/0),0% (0/0),"A red, white and blue boat anchored with others in shallow water.",A woman is a tan lamp shade shaped hat is sitting in a canoe handling greens.  the woman is wearing a long sleeve brown shirt and the canoe is brown and wooden with water stains on the sides.  Inside the canoe are bushels of greens the woman is handling.  The canoe is in a small crowded section of water.  The water is crowded with other canoes .  A green tent with metal poles and yellow cords attached is over one of the canoes in the water.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
70,38F60IALAHM4T83J6TRARF1MQS8T04,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3EFVCAY5L5EVKEABF5VN78GGPSMJ86,27,Submitted,Wed Jan 16 14:41:10 PST 2019,Wed Jan 16 14:43:32 PST 2019,Sat Jan 19 14:43:32 PST 2019,,,,142,0% (0/0),0% (0/0),0% (0/0),"A red, white and blue boat anchored with others in shallow water.",A woman is a tan lamp shade shaped hat is sitting in a canoe handling greens.  the woman is wearing a long sleeve brown shirt and the canoe is brown and wooden with water stains on the sides.  Inside the canoe are bushels of greens the woman is handling.  The canoe is in a small crowded section of water.  The water is crowded with other canoes .  A green tent with metal poles and yellow cords attached is over one of the canoes in the water.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
71,38F60IALAHM4T83J6TRARF1MQS8T04,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3ZSY5X72NZGF3UG4URTS6LS7EEJRO8,8,Submitted,Wed Jan 16 14:38:34 PST 2019,Wed Jan 16 14:38:49 PST 2019,Sat Jan 19 14:38:49 PST 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),"A red, white and blue boat anchored with others in shallow water.",A woman is a tan lamp shade shaped hat is sitting in a canoe handling greens.  the woman is wearing a long sleeve brown shirt and the canoe is brown and wooden with water stains on the sides.  Inside the canoe are bushels of greens the woman is handling.  The canoe is in a small crowded section of water.  The water is crowded with other canoes .  A green tent with metal poles and yellow cords attached is over one of the canoes in the water.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
72,39O6Z4JLX32R3QDJE0GW1BCIXK9XVJ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,32UTUBMZ7I1ND78CZ6TG1YHBSLEBVI,11,Submitted,Wed Jan 16 14:41:21 PST 2019,Wed Jan 16 14:47:42 PST 2019,Sat Jan 19 14:47:42 PST 2019,,,,381,0% (0/0),0% (0/0),0% (0/0),a female tennis player in a black top playing tennis,"Four children are standing on a tennis court. All of them are holding rackets in their hands. They are standing in a partial line behind each other. A green tennis ball is soaring in the air towards the first child. The tennis court has a pink hat sitting on it. A red and white sign is hanging across the back of the court. A tall green pole, trees and roofs of buildings can be seen behind the court.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
73,39O6Z4JLX32R3QDJE0GW1BCIXK9XVJ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3BDCF01OGZZGUAPTVU5UM0HAMWULYO,14,Submitted,Wed Jan 16 14:41:33 PST 2019,Wed Jan 16 14:46:49 PST 2019,Sat Jan 19 14:46:49 PST 2019,,,,316,0% (0/0),0% (0/0),0% (0/0),a female tennis player in a black top playing tennis,"Four children are standing on a tennis court. All of them are holding rackets in their hands. They are standing in a partial line behind each other. A green tennis ball is soaring in the air towards the first child. The tennis court has a pink hat sitting on it. A red and white sign is hanging across the back of the court. A tall green pole, trees and roofs of buildings can be seen behind the court.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
74,39O6Z4JLX32R3QDJE0GW1BCIXK9XVJ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3JV9LGBJWVJOE47QEGZG7HE0C58OG9,2,Submitted,Wed Jan 16 14:40:22 PST 2019,Wed Jan 16 14:46:59 PST 2019,Sat Jan 19 14:46:59 PST 2019,,,,397,0% (0/0),0% (0/0),0% (0/0),a female tennis player in a black top playing tennis,"Four children are standing on a tennis court. All of them are holding rackets in their hands. They are standing in a partial line behind each other. A green tennis ball is soaring in the air towards the first child. The tennis court has a pink hat sitting on it. A red and white sign is hanging across the back of the court. A tall green pole, trees and roofs of buildings can be seen behind the court.",0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
75,3BAWBGQGYM4XOB7SWNCY7CZUVRUV7M,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3GGAI1SQEX3NXP69ZEOKPM4GJD1CM8,6,Submitted,Wed Jan 16 14:38:08 PST 2019,Wed Jan 16 14:42:45 PST 2019,Sat Jan 19 14:42:45 PST 2019,,,,277,0% (0/0),0% (0/0),0% (0/0),A dog walking next to cows in a field and behind a fence.,A brown and white dog runs up to some cows. The cows are assorted colors. The dark brown cow is by a white wooden fence. A white cow stand by the dark brown cow. There is another brown cow by the fence. The fence is made of metal. There is a lot of green grass on the ground. There are some spots of dirt on the ground.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
76,3BAWBGQGYM4XOB7SWNCY7CZUVRUV7M,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3LO69W1SU5IG8J4T1OJOF0A6H03LGP,3,Submitted,Wed Jan 16 14:38:45 PST 2019,Wed Jan 16 14:42:35 PST 2019,Sat Jan 19 14:42:35 PST 2019,,,,230,0% (0/0),0% (0/0),0% (0/0),A dog walking next to cows in a field and behind a fence.,A brown and white dog runs up to some cows. The cows are assorted colors. The dark brown cow is by a white wooden fence. A white cow stand by the dark brown cow. There is another brown cow by the fence. The fence is made of metal. There is a lot of green grass on the ground. There are some spots of dirt on the ground.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
77,3BAWBGQGYM4XOB7SWNCY7CZUVRUV7M,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3OHYZ19UGEAN4DUNSG76BV3XEAVOAX,28,Submitted,Wed Jan 16 14:40:20 PST 2019,Wed Jan 16 14:40:48 PST 2019,Sat Jan 19 14:40:48 PST 2019,,,,28,0% (0/0),0% (0/0),0% (0/0),A dog walking next to cows in a field and behind a fence.,A brown and white dog runs up to some cows. The cows are assorted colors. The dark brown cow is by a white wooden fence. A white cow stand by the dark brown cow. There is another brown cow by the fence. The fence is made of metal. There is a lot of green grass on the ground. There are some spots of dirt on the ground.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
78,3BFF0DJK8YH4UHNVFVAU1L75LKRSTQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,35DR22AR5FPAE19UKSFS70GKK493XM,18,Submitted,Wed Jan 16 14:40:28 PST 2019,Wed Jan 16 14:41:46 PST 2019,Sat Jan 19 14:41:46 PST 2019,,,,78,0% (0/0),0% (0/0),0% (0/0),"People preparing, cutting and eating pizza at a table.","A clerk is slicing pizza behind the counter of a shop.  Customers are on the other side of the counter.  The clerk is wearing gloves.  Various food items are off to the side.
Two other workers are behind the counter.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
79,3BFF0DJK8YH4UHNVFVAU1L75LKRSTQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,3DL65MZB8FKPL1EWIG01CEZ7ABBCEK,14,Submitted,Wed Jan 16 14:41:59 PST 2019,Wed Jan 16 14:46:54 PST 2019,Sat Jan 19 14:46:54 PST 2019,,,,295,0% (0/0),0% (0/0),0% (0/0),"People preparing, cutting and eating pizza at a table.","A clerk is slicing pizza behind the counter of a shop.  Customers are on the other side of the counter.  The clerk is wearing gloves.  Various food items are off to the side.
Two other workers are behind the counter.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
80,3BFF0DJK8YH4UHNVFVAU1L75LKRSTQ,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:15 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:15 PST 2019,,,3SNLUL3WO6SZD15OLT85JFBXQ8ILUP,8,Submitted,Wed Jan 16 14:37:50 PST 2019,Wed Jan 16 14:37:59 PST 2019,Sat Jan 19 14:37:59 PST 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),"People preparing, cutting and eating pizza at a table.","A clerk is slicing pizza behind the counter of a shop.  Customers are on the other side of the counter.  The clerk is wearing gloves.  Various food items are off to the side.
Two other workers are behind the counter.",1,Is Text 2 likely to be a longer description of the situation described by Text 1?,"4 - Yes, absolutely",,
81,3D17ECOUOF0Z1GQ7NXPJN7GY1L2311,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,31LVTDXBL9F7X9D7HZD0E4ODJ9ERLR,3,Submitted,Wed Jan 16 14:38:31 PST 2019,Wed Jan 16 14:40:03 PST 2019,Sat Jan 19 14:40:03 PST 2019,,,,92,0% (0/0),0% (0/0),0% (0/0),A dog walking next to cows in a field and behind a fence.,Two light brown cows stand on a muddy path.  They have horns on their heads.  There are several cows on the ground behind them.  There is a thatched roofed building in the back ground. The building behind it had a blue tarp on part of the roof.  The roofs of several structures can be seen in the background.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
82,3D17ECOUOF0Z1GQ7NXPJN7GY1L2311,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3H7XDTSHKEWWJDGS52QQOBRMF78GWE,2,Submitted,Wed Jan 16 14:41:11 PST 2019,Wed Jan 16 14:47:12 PST 2019,Sat Jan 19 14:47:12 PST 2019,,,,361,0% (0/0),0% (0/0),0% (0/0),A dog walking next to cows in a field and behind a fence.,Two light brown cows stand on a muddy path.  They have horns on their heads.  There are several cows on the ground behind them.  There is a thatched roofed building in the back ground. The building behind it had a blue tarp on part of the roof.  The roofs of several structures can be seen in the background.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,3,,
83,3D17ECOUOF0Z1GQ7NXPJN7GY1L2311,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3KMS4QQVK4VZADQG5415IFXFRLYFKH,12,Submitted,Wed Jan 16 14:38:20 PST 2019,Wed Jan 16 14:39:00 PST 2019,Sat Jan 19 14:39:00 PST 2019,,,,40,0% (0/0),0% (0/0),0% (0/0),A dog walking next to cows in a field and behind a fence.,Two light brown cows stand on a muddy path.  They have horns on their heads.  There are several cows on the ground behind them.  There is a thatched roofed building in the back ground. The building behind it had a blue tarp on part of the roof.  The roofs of several structures can be seen in the background.,0,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
84,3DW3BNF1GIN1OPCB6S44LCVP6B0V89,3EH3OJYIR02G1Y8E2TGJ9IY64V6AYW,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",$0.05,Wed Jan 16 14:37:16 PST 2019,3,BatchId:3501826;OriginalHitTemplateId:928390905;,600,259200,Fri Jan 18 14:37:16 PST 2019,,,3A1COHJ8NL0ZT8FLR5S2VV01C0IH8Z,14,Submitted,Wed Jan 16 14:41:31 PST 2019,Wed Jan 16 14:46:46 PST 2019,Sat Jan 19 14:46:46 PST 2019,,,,315,0% (0/0),0% (0/0),0% (0/0),School buses parked and cars parked and some moving on a street.,There are two yellow school buses parked in a parking lot. There is a white building across the street behind them with a red and white sign on the front of it. There is a black car parked next to them.,1,Is Text 2 likely to be a longer description of the situation described by Text 1?,2,,
